codigo_onibus,codigo_linha,nome_linha,letreiro,distancia_percorrida,hora_requisicao,x,y,hora_gps,ponto_final,hora_final,segundos_deslocamento,geometry,modelo,tem_ar,tecnologia,sem_ar_l_km,sem_ar_kg_km,com_ar_l_km,com_ar_kg_km,emissao_co2
32128,33138,2079-10,CPTM ITAIM PAULISTA - JD. NÉLIA,169353.48462584103,04:44:00,-46.402223,-23.4943105,2025-10-17 23:57:48-03:00,POINT (352909.2027746119 7399123.306931435),2025-10-17 23:57:48-03:00,114081.0,POINT (356816.8172256004 7401059.911016625),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,158.32010510246747
32129,389,273J-10,METRÔ PENHA - JD. ROMANO,644786.5382799354,04:12:00,-46.392363625,-23.48880025,2025-10-16 23:59:19-03:00,POINT (358601.99152434204 7398590.95884873),2025-10-16 23:59:19-03:00,114533.0,POINT (357817.7984784262 7401679.8472105125),Padron,True,Padron,0.55,0.462,0.63,0.529,1085.0016515597956
32130,390,273N-10,METRÔ VL. MATILDE - CID. KEMEL II,427622.32356745325,08:50:00,-46.375871,-23.511777,2025-10-16 23:59:20-03:00,POINT (357189.28675337567 7401163.372973537),2025-10-16 23:59:20-03:00,44703.0,POINT (359526.54486351344 7399151.883065615),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1027.9613036238009
32131,390,273N-10,METRÔ VL. MATILDE - CID. KEMEL II,774824.5058348394,04:29:00,-46.3770405,-23.505411,2025-10-17 23:58:10-03:00,POINT (356519.420172566 7396716.188958829),2025-10-17 23:58:10-03:00,140673.0,POINT (359400.366614601 7399855.638070777),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1759.1228168221273
32132,33139,2080-10,TERM. ARICANDUVA - CID. KEMEL,477605.86468102376,05:55:00,-46.3661455,-23.5081625,2025-10-17 23:57:03-03:00,POINT (349584.6567532596 7398230.70121149),2025-10-17 23:57:03-03:00,169876.0,POINT (360515.8195375886 7399561.593058543),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,956.7639484222608
32133,370,2079-10,CPTM ITAIM PAULISTA - JD. NÉLIA,482045.4020352666,06:44:00,-46.384977500000005,-23.516762,2025-10-16 23:59:24-03:00,POINT (353763.99741142336 7400923.988967265),2025-10-16 23:59:24-03:00,61991.0,POINT (358601.99152434204 7398590.95884873),Básico,False,Básico,0.46,0.386,0.53,0.445,592.2699036646508
32134,33160,273X-10,METRÔ ARTUR ALVIM - JD. DAS OLIVEIRAS,545904.8489107555,05:26:00,-46.4835855,-23.540174,2025-10-17 23:57:49-03:00,POINT (358525.05082371546 7398474.105980644),2025-10-17 23:57:49-03:00,192082.0,POINT (348560.00909803086 7395897.892490628),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,685.312570177095
32135,1650,3001-10,TERM. SÃO MIGUEL - ITAIM PAULISTA,340144.2117851538,06:54:00,-46.3764505,-23.512979,2025-10-17 20:23:03-03:00,POINT (356500.5850265995 7396274.32878517),2025-10-17 20:23:03-03:00,150512.0,POINT (359468.6472152743 7399018.219867773),Básico,True,Básico,0.46,0.386,0.53,0.445,481.5183505294172
32136,367,2031-10,TERM. A. E. CARVALHO - CID. KEMEL II,518648.4869405576,00:00:00,-46.4436415,-23.512156,2025-10-16 23:58:54-03:00,POINT (353512.1158655899 7401334.652959767),2025-10-16 23:58:54-03:00,64405.0,POINT (352606.76365376165 7399041.974648686),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,651.0957510505677
32137,33140,2088-10,TERM. A. E. CARVALHO - CONJ. ENCOSTA NORTE,382863.7058974546,05:24:00,-46.475817500000005,-23.518565,2025-10-16 23:59:32-03:00,POINT (352615.92780812376 7399171.635195777),2025-10-16 23:59:32-03:00,63105.0,POINT (349328.4530533006 7398298.890115891),Básico,False,Básico,0.46,0.386,0.53,0.445,470.40932088796654
32138,371,2080-10,TERM. ARICANDUVA - CID. KEMEL,693104.3908201827,06:43:00,-46.3667395,-23.5105755,2025-10-16 23:59:00-03:00,POINT (353803.9725001977 7399326.719260745),2025-10-16 23:59:00-03:00,61439.0,POINT (360457.7068096532 7399293.828035888),Padron,True,Padron,0.55,0.462,0.63,0.529,1166.307551564846
32139,33173,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,807892.6302959338,04:53:00,-46.4719335,-23.5425775,2025-10-16 23:59:15-03:00,POINT (353725.95081698697 7402066.052461803),2025-10-16 23:59:15-03:00,68604.0,POINT (349752.3222157742 7395644.003844091),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,863.1524862081758
32140,34418,3001-10,TERM. SÃO MIGUEL - ITAIM PAULISTA,520552.84828234167,00:00:00,-46.4135045,-23.49469925,2025-10-17 18:42:03-03:00,POINT (359460.10230597423 7400117.554516577),2025-10-17 18:42:03-03:00,43409.0,POINT (355665.1091737101 7401005.576481492),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1112.3173262097077
32141,33139,2080-10,TERM. ARICANDUVA - CID. KEMEL,701913.2701854283,06:04:00,-46.36656475,-23.5053745,2025-10-16 23:59:19-03:00,POINT (350529.96960763424 7400555.238214331),2025-10-16 23:59:19-03:00,129073.0,POINT (360470.0709330969 7399869.896733525),Básico,False,Básico,0.46,0.386,0.53,0.445,862.4127585460283
32142,35106,N304-11,TERM. ARICANDUVA - TERM. SÃO MIGUEL,374560.3220568495,00:00:00,-46.4338095,-23.4918395,2025-10-17 23:58:06-03:00,POINT (349752.3222157742 7395644.003844091),2025-10-17 23:58:06-03:00,44702.0,POINT (353588.2828187553 7401301.692316598),Básico,True,Básico,0.46,0.386,0.53,0.445,530.2388287133377
32143,33139,2080-10,TERM. ARICANDUVA - CID. KEMEL,347281.84759540437,05:13:00,-46.36660425,-23.5051475,2025-10-16 23:59:15-03:00,POINT (358929.28926371166 7401923.927506793),2025-10-16 23:59:15-03:00,67439.0,POINT (360465.7981965393 7399894.993714766),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,658.5887685984007
32144,371,2080-10,TERM. ARICANDUVA - CID. KEMEL,913383.2538125141,05:24:00,-46.3667395,-23.5105755,2025-10-16 23:59:26-03:00,POINT (360457.7068096532 7399293.828035888),2025-10-16 23:59:26-03:00,102908.0,POINT (360457.7068096532 7399293.828035888),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1951.7173367465803
32145,33136,2076-10,TERM. PENHA - JD. DAS OLIVEIRAS,1018611.0995236058,00:00:00,-46.546891,-23.5189495,2025-10-16 23:58:50-03:00,POINT (352566.33270894224 7401235.590973355),2025-10-16 23:58:50-03:00,-2430.0,POINT (342071.5789790783 7398179.903331913),Básico,False,Básico,0.46,0.386,0.53,0.445,1251.5267135406734
32146,2114,307C-10,METRÔ ARTUR ALVIM - CONJ. ENCOSTA NORTE,855984.0086724502,00:00:00,-46.38544025,-23.51758025,2025-10-16 23:59:10-03:00,POINT (349731.12775536045 7395639.854880198),2025-10-16 23:59:10-03:00,66616.0,POINT (358555.61554431013 7398499.898763242),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,2057.699958447703
32147,34882,307C-10,METRÔ ARTUR ALVIM - CONJ. ENCOSTA NORTE,850494.8325834946,04:16:00,-46.38544025,-23.51758025,2025-10-16 23:59:14-03:00,POINT (342080.9606631795 7398114.829480917),2025-10-16 23:59:14-03:00,67757.0,POINT (358555.61554431013 7398499.898763242),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,908.6686791322056
32148,390,273N-10,METRÔ VL. MATILDE - CID. KEMEL II,856121.9277252697,00:00:00,-46.4949445,-23.514005,2025-10-17 23:58:14-03:00,POINT (358451.7226369 7398422.125542179),2025-10-17 23:58:14-03:00,134396.0,POINT (347370.1481768221 7398783.622696377),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,914.6806675816781
32149,34882,307C-10,METRÔ ARTUR ALVIM - CONJ. ENCOSTA NORTE,592815.6461708768,04:51:00,-46.38544025,-23.51758025,2025-10-16 23:58:58-03:00,POINT (358451.7226369 7398422.125542179),2025-10-16 23:58:58-03:00,68639.0,POINT (358555.61554431013 7398499.898763242),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1425.0695318301707
32150,389,273J-10,METRÔ PENHA - JD. ROMANO,1400632.945033761,06:02:00,-46.391461875,-23.48790275,2025-10-16 23:59:21-03:00,POINT (354160.56358271034 7400960.106543582),2025-10-16 23:59:21-03:00,64447.0,POINT (357908.93164631596 7401780.118411508),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,2992.87247694814
32151,33160,273X-10,METRÔ ARTUR ALVIM - JD. DAS OLIVEIRAS,805388.5737481372,00:00:00,-46.444909,-23.49206225,2025-10-16 23:58:59-03:00,POINT (358638.5134018215 7402097.0942979455),2025-10-16 23:58:59-03:00,62848.0,POINT (352454.9544160351 7401265.673062507),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1527.3469451417045
32152,33167,2780-10,METRÔ ITAQUERA - JD. CAMARGO NOVO,646103.7425895542,00:00:00,-46.42893575000001,-23.5035125,2025-10-16 23:59:31-03:00,POINT (356270.95236569305 7400993.653057866),2025-10-16 23:59:31-03:00,68296.0,POINT (354098.8864181312 7400014.094490392),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,690.2972385826796
32153,372,2088-10,TERM. A. E. CARVALHO - CONJ. ENCOSTA NORTE,781361.4780246337,03:50:00,-46.3802745,-23.5033795,2025-10-16 23:59:27-03:00,POINT (353120.5192129124 7400997.516801249),2025-10-16 23:59:27-03:00,72022.0,POINT (359067.9608511736 7400077.4138688985),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1669.6132062430372
32154,2114,307C-10,METRÔ ARTUR ALVIM - CONJ. ENCOSTA NORTE,779972.3915166629,00:00:00,-46.386465,-23.5182735,2025-10-16 23:59:30-03:00,POINT (341324.99257973756 7397073.329030035),2025-10-16 23:59:30-03:00,-177.0,POINT (358451.7226369 7398422.125542179),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,729.1571902093523
32155,33160,273X-10,METRÔ ARTUR ALVIM - JD. DAS OLIVEIRAS,1184297.8090814103,03:35:00,-46.4835855,-23.540174,2025-10-16 23:59:27-03:00,POINT (349475.45424384286 7397312.357237304),2025-10-16 23:59:27-03:00,73319.0,POINT (348560.00909803086 7395897.892490628),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,2245.914208120077
32156,399,2780-10,METRÔ ITAQUERA - JD. CAMARGO NOVO,731299.2450414405,00:00:00,-46.456513,-23.5388555,2025-10-16 23:59:10-03:00,POINT (352813.7317632064 7398069.301106251),2025-10-16 23:59:10-03:00,-132.0,POINT (351322.4186950808 7396072.221117278),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1660.3052409798343
32157,33173,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,800066.4372736797,00:00:00,-46.3879975,-23.51828025,2025-10-16 23:59:23-03:00,POINT (352982.5922119432 7401073.1009736415),2025-10-16 23:59:23-03:00,-158.0,POINT (358295.2514509455 7398419.866004229),Padron,False,Padron,0.55,0.462,0.63,0.529,1175.3375996768991
32158,383,2678-10,TERM. PQ. D. PEDRO II - OLIVEIRINHA,596057.0060737726,06:42:00,-46.376706,-23.4943275,2025-10-17 23:47:25-03:00,POINT (360351.6397048533 7399981.612001833),2025-10-17 23:47:25-03:00,118214.0,POINT (359422.7636728245 7401083.2270999625),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1432.8614369007419
32159,2114,307C-10,METRÔ ARTUR ALVIM - CONJ. ENCOSTA NORTE,843869.4742218307,00:00:00,-46.482043875,-23.5399285,2025-10-16 23:59:36-03:00,POINT (341354.1741625171 7397023.642344344),2025-10-16 23:59:36-03:00,-135.0,POINT (348717.116762197 7395926.704552687),Padron,True,Padron,0.55,0.462,0.63,0.529,1420.004480357301
32160,33173,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,867168.3136802178,00:00:00,-46.389257,-23.52063,2025-10-16 23:59:22-03:00,POINT (353544.5516309211 7401308.39875371),2025-10-16 23:59:22-03:00,-134.0,POINT (358169.1661828031 7398158.435675128),Básico,False,Básico,0.46,0.386,0.53,0.445,1065.4550202863363
32161,2349,N337-11,JD. CAMARGO VELHO - TERM. SÃO MIGUEL,795646.5547079525,00:00:00,-46.435886,-23.491823,2025-10-16 23:58:57-03:00,POINT (358169.1661828031 7398158.435675128),2025-10-16 23:58:57-03:00,-229.0,POINT (353376.19481124234 7401301.4019287545),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,743.8101816687293
32162,399,2780-10,METRÔ ITAQUERA - JD. CAMARGO NOVO,454923.41130108136,07:08:00,-46.3759515,-23.5116855,2025-10-17 23:56:54-03:00,POINT (358557.06142141216 7398609.323367024),2025-10-17 23:56:54-03:00,178689.0,POINT (359518.2278181324 7399161.935990404),Básico,True,Básico,0.46,0.386,0.53,0.445,644.0032287401498
32163,33173,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,890774.1869867942,05:57:00,-46.3879975,-23.51828025,2025-10-16 23:59:32-03:00,POINT (354804.4938618238 7401050.157790957),2025-10-16 23:59:32-03:00,126308.0,POINT (358295.2514509455 7398419.866004229),Básico,True,Básico,0.46,0.386,0.53,0.445,1261.0066623241157
32164,2114,307C-10,METRÔ ARTUR ALVIM - CONJ. ENCOSTA NORTE,673205.9943099924,05:25:00,-46.38544025,-23.51758025,2025-10-16 23:59:32-03:00,POINT (349778.1135979404 7395647.923090308),2025-10-16 23:59:32-03:00,66651.0,POINT (358555.61554431013 7398499.898763242),Padron,False,Padron,0.55,0.462,0.63,0.529,988.9732659410943
32165,371,2080-10,TERM. ARICANDUVA - CID. KEMEL,787135.6404971016,04:19:00,-46.3667395,-23.5105755,2025-10-16 23:58:57-03:00,POINT (358090.5476860696 7398162.71322014),2025-10-16 23:58:57-03:00,126482.0,POINT (360457.7068096532 7399293.828035888),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,840.9757183071034
32166,33167,2780-10,METRÔ ITAQUERA - JD. CAMARGO NOVO,723011.3913129867,00:00:00,-46.372357,-23.508175,2025-10-17 22:20:46-03:00,POINT (359074.0644963796 7400090.539730703),2025-10-17 22:20:46-03:00,59291.0,POINT (359881.5522377563 7399554.161563762),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,772.4653704787951
32167,33135,2031-10,TERM. A. E. CARVALHO - CID. KEMEL II,696456.0317573717,05:32:00,-46.3760255,-23.510825,2025-10-17 23:57:22-03:00,POINT (359841.3533692838 7399475.429664344),2025-10-17 23:57:22-03:00,117546.0,POINT (359509.75852265256 7399257.145744121),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1674.2106547415456
32168,372,2088-10,TERM. A. E. CARVALHO - CONJ. ENCOSTA NORTE,1048210.9159510257,04:44:00,-46.3802745,-23.5033795,2025-10-16 23:59:22-03:00,POINT (353557.140654405 7401321.148921402),2025-10-16 23:59:22-03:00,69148.0,POINT (359067.9608511736 7400077.4138688985),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,1119.9085426020758
32169,33140,2088-10,TERM. A. E. CARVALHO - CONJ. ENCOSTA NORTE,672933.9170667354,00:00:00,-46.3913365,-23.495684,2025-10-17 23:57:43-03:00,POINT (342467.29093675787 7396694.968748201),2025-10-17 23:57:43-03:00,71359.0,POINT (357930.0780945272 7400918.631836465),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1437.9251939882004
32170,33173,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,656939.1651620489,04:24:00,-46.4719335,-23.5425775,2025-10-17 23:40:06-03:00,POINT (352454.9544160351 7401265.673062507),2025-10-17 23:40:06-03:00,61886.0,POINT (349752.3222157742 7395644.003844091),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,701.8738040591329
32171,34883,930P-10,TERM. PINHEIROS - TERM. PQ. D. PEDRO II,461119.5743147512,04:05:00,-46.7020465,-23.5661855,2025-10-17 23:21:49-03:00,POINT (333585.0436760259 7395027.456520221),2025-10-17 23:21:49-03:00,136283.0,POINT (326290.1549917804 7392769.64474747),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,874.4717719262371
32172,33158,273N-10,METRÔ VL. MATILDE - CID. KEMEL II,630916.4687989872,03:50:00,-46.375088,-23.50869475,2025-10-16 23:59:06-03:00,POINT (346614.5792122873 7399047.227839758),2025-10-16 23:59:06-03:00,99526.0,POINT (359603.2298835799 7399493.942752789),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1348.1423105296758
32173,117,508L-10,ACLIMAÇÃO - TERM. PRINC. ISABEL,440622.3009444785,05:27:00,-46.644349,-23.534772,2025-10-16 23:59:35-03:00,POINT (326344.13661069295 7392698.79247488),2025-10-16 23:59:35-03:00,66536.0,POINT (332139.95298936917 7396317.120954027),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,941.5217326581616
32174,32885,508L-10,ACLIMAÇÃO - TERM. PRINC. ISABEL,460016.3298376397,07:12:00,-46.642265,-23.5410865,2025-10-17 23:57:14-03:00,POINT (333395.5146994669 7392939.314506289),2025-10-17 23:57:14-03:00,145578.0,POINT (332360.74034043914 7395620.300344671),Básico,False,Básico,0.46,0.386,0.53,0.445,565.2036638183145
32175,392,273X-10,METRÔ ARTUR ALVIM - JD. DAS OLIVEIRAS,423694.3418514827,00:00:00,-46.376735125,-23.497997625,2025-10-16 23:59:27-03:00,POINT (352587.3253287941 7398791.557037393),2025-10-16 23:59:27-03:00,25199.0,POINT (359423.6832008298 7400676.810599331),Padron,True,Padron,0.55,0.462,0.63,0.529,712.9631798637455
32185,389,273J-10,METRÔ PENHA - JD. ROMANO,1078449.263863604,05:13:00,-46.393434,-23.489856250000003,2025-10-17 23:57:03-03:00,POINT (351160.0115704903 7399625.784471539),2025-10-17 23:57:03-03:00,156250.0,POINT (357709.6152524404 7401561.85784417),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,2045.181968483577
32186,405,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,284900.88588291267,00:00:00,-46.390026500000005,-23.5205845,2025-10-16 23:59:22-03:00,POINT (359430.2488863725 7400621.794779172),2025-10-16 23:59:22-03:00,24306.0,POINT (358090.5476860696 7398162.71322014),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,608.7762129546078
32187,33173,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,596039.1025736153,00:00:00,-46.44217325,-23.497187625,2025-10-16 23:59:37-03:00,POINT (348540.74499742524 7395929.200058836),2025-10-16 23:59:37-03:00,-227.0,POINT (352740.04885171104 7400700.942964618),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1273.6163543793011
32188,383,2678-10,TERM. PQ. D. PEDRO II - OLIVEIRINHA,761552.7665928802,04:11:00,-46.376706,-23.4943275,2025-10-16 23:59:29-03:00,POINT (349117.46565291006 7399449.951647922),2025-10-16 23:59:29-03:00,66026.0,POINT (359422.7636728245 7401083.2270999625),Padron,True,Padron,0.55,0.462,0.63,0.529,1281.4876869288373
32189,390,273N-10,METRÔ VL. MATILDE - CID. KEMEL II,901591.2495823592,00:00:00,-46.375333,-23.5115175,2025-10-16 23:59:35-03:00,POINT (333668.40144561493 7394979.063910337),2025-10-16 23:59:35-03:00,64605.0,POINT (359581.2055303606 7399181.143472429),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1806.112670725861
32190,405,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,487847.6764596033,18:39:00,-46.387811,-23.5185215,2025-10-16 23:59:36-03:00,POINT (357836.30673925765 7400335.011852093),2025-10-16 23:59:36-03:00,19128.0,POINT (358314.5525926708 7398393.336667603),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,390.91234314708004
32191,33157,273J-10,METRÔ PENHA - JD. ROMANO,840826.3059437096,00:00:00,-46.43000725,-23.4847895,2025-10-16 23:59:19-03:00,POINT (356341.06105307105 7400998.284793153),2025-10-16 23:59:19-03:00,67602.0,POINT (353968.833328477 7402086.210072514),Padron,False,Padron,0.55,0.462,0.63,0.529,1235.2158847466064
32192,389,273J-10,METRÔ PENHA - JD. ROMANO,1088319.7615249576,00:00:00,-46.4169445,-23.49092875,2025-10-16 23:59:30-03:00,POINT (360120.57694180147 7399732.93345752),2025-10-16 23:59:30-03:00,67641.0,POINT (355309.6801200332 7401419.623477432),Padron,True,Padron,0.55,0.462,0.63,0.529,1831.3483123108917
32193,371,2080-10,TERM. ARICANDUVA - CID. KEMEL,673107.6433502904,00:00:00,-46.550139,-23.52351575,2025-10-17 23:57:52-03:00,POINT (355970.2119120478 7400971.891906178),2025-10-17 23:57:52-03:00,81154.0,POINT (341745.3828846533 7397670.682434156),Básico,True,Básico,0.46,0.386,0.53,0.445,952.8713731559715
32194,33139,2080-10,TERM. ARICANDUVA - CID. KEMEL,665453.6666237151,06:50:00,-46.554375,-23.5287765,2025-10-16 23:59:34-03:00,POINT (349468.9081177338 7397348.198711817),2025-10-16 23:59:34-03:00,61165.0,POINT (341319.16441166564 7397083.4547215225),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1421.9413948415543
32196,399,2780-10,METRÔ ITAQUERA - JD. CAMARGO NOVO,702103.694887545,04:05:00,-46.375871,-23.511777,2025-10-16 23:59:15-03:00,POINT (357017.0682509445 7400757.079848576),2025-10-16 23:59:15-03:00,139998.0,POINT (359526.54486351344 7399151.883065615),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,881.3999154509772
32197,405,2766-10,METRÔ ITAQUERA - JD. CAMARGO VELHO,544785.2076815601,00:33:00,-46.390026500000005,-23.5205845,2025-10-16 23:58:54-03:00,POINT (359430.2488863725 7400621.794779172),2025-10-16 23:58:54-03:00,151913.0,POINT (358090.5476860696 7398162.71322014),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,436.53638691523406
32199,33151,2678-10,TERM. PQ. D. PEDRO II - OLIVEIRINHA,558684.5873652949,05:16:00,-46.630022,-23.547307,2025-10-16 23:59:27-03:00,POINT (357458.3577611178 7400615.336030869),2025-10-16 23:59:27-03:00,106517.0,POINT (333618.54471482435 7394945.714467235),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1119.184899639527
32200,1650,3001-10,TERM. SÃO MIGUEL - ITAIM PAULISTA,806771.5687306954,00:00:00,-46.3764505,-23.512979,2025-10-17 23:58:12-03:00,POINT (348571.7741619474 7399536.631469148),2025-10-17 23:58:12-03:00,130656.0,POINT (359468.6472152743 7399018.219867773),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1723.90948806375
32201,219,263J-10,CONJ. JOSÉ BONIFÁCIO - PENHA,697983.890491256,04:57:00,-46.4747285,-23.526138,2025-10-16 23:59:34-03:00,POINT (342232.26348522736 7397720.425982652),2025-10-16 23:59:34-03:00,68360.0,POINT (349448.2661009986 7397461.457651285),Básico,True,Básico,0.46,0.386,0.53,0.445,988.0869348961368
32202,32987,263J-10,CONJ. JOSÉ BONIFÁCIO - PENHA,644832.1814228452,04:02:00,-46.474567375,-23.526402625000003,2025-10-16 23:59:25-03:00,POINT (352584.64173057245 7397013.034651704),2025-10-16 23:59:25-03:00,120597.0,POINT (349465.01857745304 7397432.32417233),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,516.7040269741258
32203,32994,273R-10,METRÔ ARTUR ALVIM - JD. ROBRU,467208.1420832836,04:10:00,-46.47463125,-23.5260655,2025-10-17 23:48:45-03:00,POINT (349440.71737482154 7397502.936755419),2025-10-17 23:48:45-03:00,141748.0,POINT (349458.1131456139 7397469.587778702),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,935.9347106283378
32204,33166,2772-10,METRÔ PENHA - JD. NAZARÉ,714262.9147363193,03:47:00,-46.543136,-23.5330805,2025-10-17 22:59:57-03:00,POINT (355998.535540258 7397817.945495715),2025-10-17 22:59:57-03:00,141693.0,POINT (342471.83260721626 7396619.238569992),Básico,False,Básico,0.46,0.386,0.53,0.445,877.5862728199262
32205,32994,273R-10,METRÔ ARTUR ALVIM - JD. ROBRU,798701.1458261514,00:00:00,-46.433495,-23.512692,2025-10-17 23:57:53-03:00,POINT (351966.0524288784 7398846.121419581),2025-10-17 23:57:53-03:00,86129.0,POINT (353643.44474992505 7398993.003257758),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,853.3323042006602
32206,35329,4036-10,TERM. VL. CARRÃO - METRÔ ITAQUERA,428753.38590983493,07:19:00,-46.5228025,-23.558351,2025-10-17 23:57:17-03:00,POINT (348270.95745502785 7396764.688652809),2025-10-17 23:57:17-03:00,120174.0,POINT (344577.59537682607 7393843.113007891),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,458.08011750606767
32207,2561,4036-10,TERM. VL. CARRÃO - METRÔ ITAQUERA,1066876.8045979077,00:00:00,-46.492377,-23.553358000000003,2025-10-16 23:59:06-03:00,POINT (346043.311053036 7394770.108836537),2025-10-16 23:59:06-03:00,69951.0,POINT (347677.65497254813 7394428.674646055),Básico,False,Básico,0.46,0.386,0.53,0.445,1310.8288547372654
32208,34733,374M-10,METRÔ ITAQUERA - CPTM ERMELINO MATARAZZO,561249.7874380345,03:55:00,-46.470827,-23.542767,2025-10-17 23:37:37-03:00,POINT (348750.01624889066 7401976.110117614),2025-10-17 23:37:37-03:00,141797.0,POINT (349865.50048122904 7395624.179040996),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,524.6843637864465
32209,223,273G-10,METRÔ ARTUR ALVIM - JD. HELENA,901592.3389470737,00:00:00,-46.436596375,-23.489281125,2025-10-17 23:51:44-03:00,POINT (353008.47896944766 7396017.927145559),2025-10-17 23:51:44-03:00,155684.0,POINT (353300.83167439874 7401582.140011441),Padron,False,Padron,0.55,0.462,0.63,0.529,1324.4842255301985
32210,33001,2755-10,METRÔ PENHA - GUAIANASES,714370.9910146539,00:00:00,-46.54647925,-23.533181,2025-10-17 23:31:54-03:00,POINT (353445.67688813445 7401324.188958036),2025-10-17 23:31:54-03:00,99894.0,POINT (342130.60632798064 7396604.43410237),Padron,True,Padron,0.55,0.462,0.63,0.529,1202.0934977100885
32211,248,3462-41,METRÔ TATUAPÉ - JD. VL. NOVA,693037.6192031961,05:10:00,-46.4572275,-23.5214465,2025-10-17 23:09:28-03:00,POINT (349902.8453797664 7400926.02678074),2025-10-17 23:09:28-03:00,138305.0,POINT (351229.89525143296 7397999.209218309),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1480.8827847133896
32212,222,273D-10,METRÔ ARTUR ALVIM - PQ. D. JOÃO NERY,787133.5271676166,00:00:00,-46.482815,-23.5399385,2025-10-16 23:59:19-03:00,POINT (348109.3266334286 7399534.866264649),2025-10-16 23:59:19-03:00,-157.0,POINT (348638.4018842603 7395924.7835243475),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,735.8517778726464
32213,370,2079-10,CPTM ITAIM PAULISTA - JD. NÉLIA,328716.72099546914,08:07:00,-46.384977500000005,-23.516762,2025-10-16 23:59:12-03:00,POINT (355426.4987023255 7395780.045054749),2025-10-16 23:59:12-03:00,91698.0,POINT (358601.99152434204 7398590.95884873),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,746.3020075120633
